sentence,label
ሳያትዬ የኔ ቆንጆ  ስእነስራትሽ አለባበስሽ በጣም ግርም ነው በሪቺ,positive
አይዛችሁ  ጥሩ  ነው  ቀጥሉበት,positive
ሳያት የኔ ቆንጆ  በጣም ነዉ ምወድሽ የማከብርሽ የኔ  አመለ ሸጋ,positive
የተዋህዶ ልጆች ነገ አባቴ ቅዱስ ሚካኤል ነው ሊቀ መልአኪ ጠላታችሁን ከግራችሁ በታች ይጣልላችሁ የመዳምን ምላስ ይያዝላችሁ,neutral
እሚቆራረጠው ድምፅ እኛ እንድንሞላው ነው እንዴ,negative
ቆጆ  ነዉ ግን  እያዩ  መመኜት   ብቻ ነዉ  ትምህረት ወሰዶ የሚማረበት የለም እጂ  ፈጣሪ  ንፁህ ፈቅር  ይሰጠን  አሚን በሉ,positive
ዋው በጣም ሀሪፍ ነው   ይሄ ፍቅር የሚሉት ነገር ጨዋታው በፊልም ብቻ ሆነ ወዶችየ እስኪ አዳደ  እውነተኛ አፍቃሪ ለመሆን ሞክሩ ማፍቀርን  ቻሉበት,positive
ከምወድት ጋር መኖር እንዴት ደስ ይላል………,positive
በጣም ነው የሚያምረው  ኡፍፍፍፍፍፍፍ  እንዴት ደስ ይላል,positive
ተኮል የለለበት ፊልም ያስደስተኛል,positive
ልጁን ወድጀዋለሁ በቃ ያበጠም ካለ ይፋዳ,positive
ሲያዩት ያላማረ ሲበሉት ያቅራል እኔ እንደናንተ ሞኝ አይደለሁም በኮሜንታቹ አልሸወድም ምክንያቱም እኔ ከናንተ አፍ ሳይሆን እውነቱን የማቀው አይቼው ነው,negative
ባየው ባየው የማይሰለቸኝ ፊልም,positive
ተሟዘዙ,negative
ደስ ስትሉ። አንተን መሳይ ይሰጠኝ ጌታ!,positive
በጣም ደስ ይላል ታምራላችሁ,positive
ውይ ደስሢል።ከሚወዱት ሠወጋር,positive
ምንም አይልም ግን በድርሰት የተሠራ አይመሥልም እያሠባቹ የምታወሩ ነው የሚመስለው ብቻ ጀማሪ ናቹ ።,negative
በጣም ታምራላቹ በርቱ ትንሽ ትወና ይቀራቹሀል,positive
ሀገሬና ሰፈሬ ይሄ ፊልም በመሰራቱ አዝኛለሁ ናልኝ እንቅልፌ አንተው ትሻለኛለህ,negative
አሪፍ የፍቅር ታሪክ ነው,positive
ዋውው ፍቅር ያሽንፋል ተመቸኝ ይመቻችሁ,positive
ልጁ መሳጭ ነው ዋዋዋዋ,positive
ፉቅር የሆነ ፊልም ነው,positive
ህርጋታቸው ደስ ሲል,positive
ወይኔ ደስስስስ ስትሉ!!!!,positive
ወይ  ይሄን ፊልም ስወደው  ስንት  ጊዜ  አየሁት  እንዳንተ  አይነት  ፍቅር  የሆነ ባል  ይስጠኝ  ያረብብብብ,positive
አዴት ያምራል ልጁ በስማም።,positive
ከርፋፎች ይሟዘዛሉዴ?,negative
ዋዎ  ደስ ሥትሉ ፈጣሪ እንደዚሕ ይግጠመን አቦ ከሥደት መልስ,positive
ስፈልገው የነበረ ፊልም,positive
የጥበብ  መጀመሪያ እግዚአብሔርን  መፍራት ነው,neutral
ዋው ኮፊ ከ ኬፋ ኬፋ ስለሆንኩ ደስ ቢሎኛል የቡና መገኛ የ ቦንጋ ልጆች ላይክ ግጩኝ ቢንዬ አንድኛ ነክ አይ አሜርካ ምተዱ ተነቃባቹ እኛስ አርቢ አገር ለ ፅዳት የታወቀ ነው ክክክክ,positive
ከየት ነው አትበሉኝ ይነገራል መልኬ በጣም አስተማር ፍልም ነው ከመጥፎ ጎዴኛ አላህ ይጠብቀን,positive
መጀመሪያ ላይ ደሜ ፈልቶ ነበር አሁን ግን ደስ አይልለኝ,positive
በጣም ዴስ ይላል ምርጥ የጀግናልጂ wwww ፉቅር ያሸንፉል,positive
ውይአሜሪካ ጉድነው በሳቅቅቅቅቅቅ,positive
እስኪ እደኔ እናቱን በናፍቆት የናፍቅ ማነው,positive
የፊልም ጥማት ሊደፋኝ ሲል ነው የመጣቹት,positive
ነገ እኮ 15 ቅዱስ ቂርቆስ ናቸዉ እንኳን አደረሳቹ ምልጃቸዉ፣ፀሎታቸዉ ይጠብቀን,neutral
በጠም የወረደ ድራማ እንዴት እርጉዝ ወይን ትጠጣለች ????,negative
ዛሬ  በጣም  ነው ደሰ ያለኝ  አልሀ ምዱሊላህ,positive
ምድረ ጂላ ጂል,negative
እኔን ብቻነው ወይስ ሁሉንም ነው ምንም አይነት ፊልም አይመስጠኝም እደበፊቱ,negative
በጣም አስቀያሚ በተለይ የልጅ እናት ሆኖ መስራት ስልክ የጠፍብሽ አትመስይም አትችይም,negative
ፕሮፍይሌን በመጫን ሰብስክራይብ አድርጉኝ,neutral 
የሰው ስኬት ሚያስደስተው ሰብስክራይብ ያድርገኝ,neutral
የሃገራችን የተጨማለቀ ፖለቲካ ከመስማት ይሻላል እንጅ ፊልሙስ ብዙም እይነፋም,negative
ስታስጠሉ ሞዛዞች ይሄ አሁን ፌልም ነው ወይስ,negative
ከኣሁን ኣሁን የልጅቷን ኣርቲፊሻል ፀጉር ከራሷ ላይ ንፋስ ወሰደው እያልኩ ስጋት ገደለኝ።,negative
ፊልሙ የሜካፕ አርቲስት ያለው አይመስልም... እንዴት እንዲህ ዓይነት ፀጉር እንዲኖራት ያደርጋል።,negative
ቆይ ግን ልጂቷ ኬክ በልታ ነውእንደ ያረገዘችው በላች አርግዛ አይናት ካለየሁ አላምንም ተኙና አሳዩን ክክክክ,negative
አጀማመሩ አሪፍ ነው አጨራረሱ እኔ እዳልጨርሰው ፈራሁ እጂ ክክክክክ,positive
ውይን ምን አይነት ድራማ ነው  በአንድ የመያስርግዝ እኛም ከስደት መልስ ቶሎ እናርግዝ ክክክ,negative
እርጉዝ ነኝ ላይክ ግጩኝ,neutral
እንደጠበኩት አይነት ፊልም አይደለም ዝም ብሎ ነው።,negative
አረ ምእመናን እንተሳሰብ ምድነው የቡና ጠጡ ወሬን የምታወሩት,negative
ስወዳችሁ ሰብስክራይብ አድርጉኝ  አትከፍሉበት,neutral
ወይኔ ቅጥነት ሳሙና ላይ የተሰካ ሰንደል አይደል እንዴ የሚመስለው,negative
የድራማ አሰራር ስሜት የሚባል ነገር የሌለባችሁ ተዋንያዮች ሲደብር,negative
ነፀብራቆች ተባረኩ በየወቅቱ ከች ትላላቹ  የልባድርሶች,positive
እናመሰግናለን ግን የሆነ የሚደጋገም ነገር አለዉ,positive
እናቴ አግቢ እያለች ጭቅጭቅ አደረገችኝ,neutral 
እስቲ ከዚህ ስቃይ ሚገላግለኝ በላይክ ሀሳቡን ይግለፅልኝ,neutral
እንደ ኢትዮጵያ ፖለቲካ የበከተ ፊልም,negative
የወረደ ድራማ ነው ድምጽ ወዘተ ይደብራል,negative
እስኪ ስለፊልሙ አስተያየት ስጡ እነ በጥራቂት,neutral
መስራት ካልቻላቹ ተውት ይሄ አሁን ምን ይሉታል,negative
ወይ ጉድ ፊልም ሰራን ብላቹ ትጨውቱብናላቹ,negative
ዋው! በጣም ምርጥ ተግባር ነው። እንዲህ ነው ከህዝብ ወደ ህዝብ ማለት።,positive
ፈጣሪ ይባርካቹ,positive
መቸም የተወረሰ ነው የሚሆነው።,negative
በርቱ ጀግኒት,positive
ጎሽ.....ተባረኩ......,positive
እግዚአብሔር ይባርክሽ,positive
መልካም ነው ይቀጥል,positive
በርቱ ጠጠናክሮ ይቀጥል ክክክ,positive
ማራኪ ምርጥ ባለተስፋው መሪ ዶ/ር አብይ አህመድዋ100 አመት ንገስ የኛ ማራኪው መሪ,neutral
 ባባዬ ቶሎ ናልን ትናፍቀናለህ,positive
 እንኳን በሰላም ገቡ! !! በሉ ይሄም ፓለቲካ ነው በሉ ።,positive
 መሬት ጠብ እሚል ነገር አላየነም ያው ሙሥናው ቀጥሉአል ሥራ አጡ ኑሮ ውድነቱ ተባብሶ ቀጥሉአል,negative
ግርማው የአንበሳ ቁጣው የነብር,positive
 ይዞን ቢሄድ አሪፍ ነበር!,positive
 እንደ መለስ ዘናዊ አይነት ጀግና ኢትዮጵያ መቸም አታገኝም ። ዶ/ር አብይ ለጉብኝት ብቻ የተመረጠ መሪ ነው ። እመኑኝ ምንም ለዉጥ አስብ ::,positive
 ባለፈው ለላሊበላ እድሳት እርዳታ ጠየቊል...ዛሬስ?,positive
 አብያችን እኔና ቤተሰቤ እንወድሀለን የሌላውን አላውቅም ብቻ በሄድክበት ሁሉ ፈጣሪ ይከተልህ,positive
 ለምን ቀይ ባህር ጠልቆ አይቀርም ምን አገባኝ ለምን ሲኦል አይገባም,negative
 አደራ ከብቶቹ እንዳይርብሹ መቸስ እግሩን እየጠበቁ ማተራመስ ነው ስራቸው !!,negative
 ምን የጣልያን ውሻ መሰለሳ..ቅቅቅቅቅ,negative
 ስደት ነው?,neutral
አራ ኮሮነ እኘን ጭንቃት ሊገድለን ነዉ ጭራሽ  ጨት፣ ሺሻ፣ ሲጋራ አረ ሼ ነው።,negative
ወይ ስተስጠሉ,negative
አላሁ አክበር,positive
አላሁ አክበር,positive
አልሀም ድሊላ,positive
ኢንሻአላህ,positive
መጨረሸ የሌለ ፍልም ማያት ሰለቸኝ..,negative
ቆይ ግን መጨረሸ ምን ሆኑ?????ቀልበችን አትገፈፉ,negative
አጨራረሱ ማያምር ፊልም ያስጠላኛል በጣም ነው የተናደድኩት,negative
ምን አይነት ፊልም ነው እርግጠኛ ነኝ የተሰርቀ መሆን አለበት ,negative
እንዴ ይሄ ነገር መች መች ነበር እሚታየው? እንደተከታታይ ድራማ ያልቃል እንዴ 😅ለነገሩ ቺኮቹ ቺኮቹ ያሉበትን ፓርት እያሳለፍኩ ነው ያየሁት,negative
ዮናታን ስላለበት ባይሰረቅ ደስ ይለኝ ነበረ ግን እናመሰግናለን እንደ ወረደ ስለ ጋበዛቹን,positive
አይ እዮሀ ኢንተርቴመንት ለላ ሲትኮም ፊልም አመጣችሁብን ደሞ እረ ዘጠንኛው ሺ ይግደለን ደሞ ለዚ ብየ 1:20 ደይቃየን ማባከኔ,negative
ቡዙም አይነፋም የፊልሙ አጃማመር እና ፍፃሜው አይስማሙም,negative
እደው ጥልጥል ብላችሁ ቅሩ ምን የሚሉት ነው መጨረሻው,negative
ውድ ሙስሊም እህት ወንድሞቼ ኑ አዲስ የዩቲዩብ ቻናሌን ሰብስክራይብ አድርጉ የተለያዩ የኡስታዞቻችን ዳዕዋ አዲስ መረጃ ወዲያው ከተፍ ይልላቹኃል,neutral
ተጫወታችሁብን ለዬትብ መልቀምያ ፊልም እየሰራችሁ !!,negative 
ምድርን ከረበሸው ኮሮና ፈጣሪ ያጥፋልን,neutral
መጨረሻው የገባው የስ ረዳኝ,negative
 በተረፈ አሪፍ ነው,positive
አላህ ይጠብቃቹህ,positive
አላሁ አክበር,positive
እረ ፊልም ለዚም ዳይሬክተር ምናምን ይባላል,negative
እናመሰግናለን,positive
ውድ የተዋህዶ ልጆች ዛሬኮ አዛኝቷ ኪድየ ነች,neutral
ልየውና እኮምታለሁ,neutral
እርጉዝ እንዴት ዋይን ትጠጣለች ትክክለኛ ነገር አስተምሩ በደንብ ያልተገመገመ ፊልም,negative
ምን የሚል ፈልምነው እሂ,negative
አሪፍ ፍልም ነዉ   ቀጮን  ስወደዉ,positive
አገር ልገባ 3ቀን ቀረቶኛል በዱአችሁ አትረሱኝ,neutral
ኡፍ ላይክ ለማኝ ጠላው,neutral
በሚገርም ሁኔታ የእውነት አባትና ልጅ ነው የምትመስሉት እዬብና ማንዴላ,positive
ዛሬ እመቤቴ ናት,neutral
ከመጣብን መቅሰፍት እማምላክ ትታደገን ከልጇ ምልጃን ታውርድልን አሜን።,neutral
ዛሬ በጣም ደሰ ብሎኛል ለእናንተም ወላድተ አምላክ ያላሰባችሁትን ደሰታ ትሰጣችሁ,neutral
ደስስል በጣምደስብሎኝል በደስታልሞት ነው,positive
እንዴት ደስ ይላል ከ 4 አመት በኃላ በ2012 ዓ.ም  ስላየሁት,positive
እስኪ ልዬው ማዴላ ያለበትን ፊልም ሳላይ ማለፉ አልችልም,positive
አዲስአለም በጠም  ነዉ የሚወደሸ,positive
የግብጽ መጥፋት ግዝየው የደረሰ ይመስላል ፣ተዋግተህ ለማሸነፍየመሳርያ ብዛት ሳይሆን የአንድነት ሀይልና የጀግንነት ታሪኽ  ነው፣ማርያመን ፣ገለቱማ።,positive
አቦ ሙሉ ሙዝቃውን ብትለቁት ከለቀቃችሁት ሹክበል እምባ በእምባ በየጊዜው ይሄፊልምባየው ቁጥር,positive
ሳቅልኝ ነው ርዕሱ ምርጥ ፊልም ነው,positive
ስንት ደጋግሜ ልየው አቦ ማንዴላ ምንም ብትሰራ ይዋጤልሀልኮ,positive
አተ  ያለህበት  ፊልም  ሲያምር  ማንደላየ  ውዱ  ፍቅ,positive
እውነትም ኣድሳለም የኔ ምርጥ እግዚአብሔር ይጠብቅሽ!,positive
ልጁን የተለያዩ ሴቶችን መጥፎ ስራ እያሳያችሁት በፊልም ስራ ሴትን እንዲፈራ እና እንዲያፍር አደረጋችሁት ሕይወቱን እንዳይመራ,negative
በጣም ሚያዛዝን በጣም ሚገርም ፊልም ነው ወድጄዋለው ቀጡሉበት ግን እደ እኔ ያስለቀሰው ካለ ላክ ግጩኝ,positive
ባይገርማችሁ  ከኤፍ ቢ መደር ነው የመጣሁት ስሙን ጠይቄ,positive
ዋው በጣም ያምራል ግን እውነተኛ ፍቅር ፊልምላይ ቀረ እጂ,positive
እኔ ከፊልሙ የሚበልጥ ብርጥ ባለቤት ነው እግዚአብሔር የሰጠኝ,positive 
ታዲያ መራራ ነገርንን አልፈን ዛሬ እንደ እንቁላይ ነው የሚያየኝ ከነ ቤተሰቡ,neutral
ይህ ፌልም እኮ  የኔ  የህይወት  ታሪክ ነው  ግን  ላሳድግ ቸኝ እድሜ እና  ጤና ይሰጣልኝ።,positive
ደስ የሚል የሚጣፍጥ ልብ የሚጠለጥል,positive 
ብቻ ዋውውው የድሮ ፊልሞችን እደዝህ እያየን እንደበር ኮረና እደሁ አለሶጣንም,positive
ፊልም መጨረሻው ሳያምር ሲቀር ይደብረኝና አላይም ነበር ይህ ግን ዋውውውው,positive
አድስ ነው መሰል ሱስተኛ ነኛ ላይክ ስጡኛ,positive
ዋው ልዩ ነው በተለይ መጨረሻ ላይ እኔም ባገኘሁት ልክ እደዚህ ነበር እምቀበለው,positive
ዋው በጣም አሪፍ ፊልም ነው እናመሰግናለን,positive
አንዳንዱ ሲገፋን የሚወደን  የሚንከባከበን የሚወደን ይመጣል ግን የወደድነው መርሳት ይከብዳል,neutral
በጥም ከወደድኩት ፊልም አንዱ ነው   እያለቀስኩ ነው ያየሁት ምናለ እንደዚህ በእውኑ አለም ቢኖር,positive
አቤት   ሢምር  ቃላት  አጠረኝ,positive
ተጀምሮ እሰከሚያልቅ ድረስ በፍቅር ነው ያየሁት እያሳወነ እያስደሰተ ልብ የሚነካ ፊልም,positive
ፍቅር ደስታነው ከተባለ ታዳ ለኔ ለምን ስቃይ ሆነ ናሆሜ አፍቅሬሀለሁ,neutral
ኡፍፍፍ ደስ የምል ፍልም ፕሊስ ሴቶች ብርን አነብልጥ ትህግስት ይነረን,positive
ውይ አለቀ ዋው በጣም ምርጥ ነው,positive
የመጀመርያየ ፈተነ ፍቅሪ ትዝ አለኛ :ኮሮባቸወለሁ:ልጅነትየ አየ ልጅነትየ,positive
እር እንዴት ደስ ይላል እና,positive
ወው እንዴት ደስ የምል ፊልም ናው የልጁ ትግስት በጠም ይገሪማል,positive
ማነው እንደመኔ በቀን ሳያየው የማይውል,positive
እናት ትኑር ለዘላለም እውነት ልብ ይነካል,positive
